MARKER_ID,SHOP_NAME,SHOP_ADDRESS,LATITUDE,LONGITUDE,LIST_ATT
FLC,"80106-LC GLI 241 Nguyễn Huệ, P. Quy Nhơn","241 Nguyễn Huệ, P. Trần Phú, TP. Quy Nhơn, Tỉnh Bình Định",13.767441,109.227473,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80107-LC NBH 291-293 Trần Huy Liệu, P. Trường Thi","291-293 Trần Huy Liệu, P. Trường Thi, TP. Nam Định, Tỉnh Nam Định",20.417288,106.159505,Bệnh viện; Chợ; Khu công nghiệp; Phòng khám / TYT; Trường học; UBND Phường/Xã
FLC,"80108-LC BNH 57 Trần Hưng Đạo, P. Kinh Bắc","57 Trần Hưng Đạo, P. Tiền An, TP. Bắc Ninh, Tỉnh Bắc Ninh",21.18111974,106.0645726,Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80109-LC NBH 8 Minh Khai, P. Nam Định","8 Minh Khai, P. Nguyễn Du, TP. Nam Định, Tỉnh Nam Định",20.429797,106.177389,Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80110-LC HPG 48 Trần Thành Ngọ, P. Kiến An","48 Trần Thành Ngọ, P. Trần Thành Ngọ, Q. Kiến An, TP. Hải Phòng",20.804236,106.625894,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học; UBND Phường/Xã
FLC,"80111-LC HPG 89 Thiên Lôi, P. Lê Chân","89 Thiên Lôi, P. Vĩnh Niệm, Q. Lê Chân, TP. Hải Phòng",20.839438,106.669339,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80112-LC KHA 18 Phương Sài, P. Tây Nha Trang","18 Phương Sài, P. Phương Sài, TP. Nha Trang, Tỉnh Khánh Hòa",12.251213,109.18441,Chợ; Ðối thủ; Phòng khám / TYT; Trường học; UBND Phường/Xã
FLC,"80113-LC CTO 125 Quang Trung, P. Ninh Kiều","125 Quang Trung, P. Xuân Khánh, Q. Ninh Kiều, TP. Cần Thơ",10.029127,105.779861,Bệnh viện; Chợ; Ðối thủ; Phòng khám / TYT; Trường học
FLC,"80114-LC CTO 337 Trần Hưng Đạo, P. Vị Thanh","337 Trần Hưng Đạo, P. I, TP.Vị Thanh, Tỉnh Hậu Giang",9.782364,105.465768,Chợ; Ðối thủ; Khu công nghiệp; Phòng khám / TYT; Trường học
FLC,"80115-LC HYN PG1-11 Quang Trung, P. Trần Hưng Đạo","PG1-11 Quang Trung, P. Đề Thám, TP. Thái Bình, Tỉnh Thái Bình",20.443961,106.336982,Bệnh viện; Ðối thủ; Phòng khám / TYT; Trường học
