MARKER_ID,SHOP_NAME,SHOP_ADDRESS,LATITUDE,LONGITUDE
PMC,HNPMC1652_Số 24 Lê Lợi,"Số 24 Lê Lợi, Phường Gia Viên, Quận Ngô Quyền, Thành phố Hải Phòng",20.8602468876,106.6939293567
PMC,HNPMC1609_Căn số TT1-28,"Căn số TT1-28, Xã Tứ Hiệp, Huyện Thanh Trì, Thành phố Hà Nội",20.94131,105.8494
PMC,HNPMC1642_37 Phan Bội Châu,"37 Phan Bội Châu, Phường Quán Bàu, Thành phố Vinh, Tỉnh Nghệ An",18.6870767796,105.670702949
PMC,SGPMC1614_F229,"F229, Phường Thống Nhất, Thành phố Biên Hòa, Tỉnh Đồng Nai",10.9474003002,106.8288740751
PMC,SGPMC1675_15 Bis khu phố Bình Hòa,"15 Bis khu phố Bình Hòa, Phường Lái Thiêu, Thị xã Thuận An, Tỉnh Bình Dương",10.9155581193,106.70825229
PMC,HNPMC1700_Hd09- 20 KCT-Ccko 2-Dự Án Khu Đô Thị Gia,"Hd09- 20 KCT-Ccko 2-Dự Án Khu Đô Thị Gia, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Thành phố Hà Nội",21.0013778484,105.9423065603
PMC,DNPMC1583_06 Ngô Mây,"06 Ngô Mây, Phường Ngô Mây, Thành phố Quy Nhơn, Tỉnh Bình Định",13.761332953,109.2206017066
PMC,HNPMC1641_189 Nguyễn Trãi,"189 Nguyễn Trãi, Phường Tân Sơn, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",19.8038306218,105.7698233731
PMC,HNPMC1643_89 Hàng Kênh,"89 Hàng Kênh, Phường Trại Cau, Quận Lê Chân, Thành phố Hải Phòng",20.8501664317,106.6853846014
PMC,HNPMC1687_Số 9-Villa D The Manor,"Số 9-Villa D The Manor, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Thành phố Hà Nội",21.0144770872,105.776054808
PMC,HNPMC1688_Số 32 Đường Ngô Thì Nhậm,"Số 32 Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Thành phố Hà Nội",20.9690834945,105.7687388819
PMC,SGPMC1591_Số 50 Thành Thái,"Số 50 Thành Thái, Phường Bình Khánh, Thành phố Long Xuyên, Tỉnh An Giang",10.391144855,105.4226715771
PMC,SGPMC1636_320/13 Tôn Thất Thuyết,"320/13 Tôn Thất Thuyết, Phường 01, Quận 4, Thành phố Hồ Chí Minh",10.7545649689,106.6916078682
PMC,SGPMC1693_41c Phan Huy Ích,"41c Phan Huy Ích, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh",10.825556,106.6307133
PMC,DNPMC1577_42 Nguyễn Đình Tứ,"42 Nguyễn Đình Tứ, Phường Hòa An, Quận Cẩm Lệ, Thành phố Đà Nẵng",16.0504896323,108.1785259408
PMC,DNPMC1584_115 Hoàng Văn Thái,"115 Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Thành phố Đà Nẵng",16.0534428694,108.1565013458
